id_donante,antiguedad_meses,monto_promedio,canal_captacion,interes_causa,contactos_anuales,abandono
2214,12,28.5,Referido,Salud,2,0
2215,9,26.11,Referido,Niñez,5,0
2216,4,31.03,Redes Sociales,Ambiente,9,0
2217,39,35.29,Redes Sociales,Salud,8,1
2218,24,24.86,Referido,Salud,7,0
2219,54,25.24,Referido,Ambiente,9,0
2220,34,36.8,Redes Sociales,Salud,10,0
2221,39,18.71,Email,Animales,8,0
2222,41,22.53,Redes Sociales,Ambiente,3,0
2223,5,30.06,Calle,Salud,11,0
2224,15,39.0,Email,Niñez,3,1
2225,50,20.31,Calle,Niñez,8,1
2226,4,47.9,Calle,Animales,7,0
2227,51,16.49,Evento,Ambiente,11,1
2228,52,45.5,Redes Sociales,Salud,1,0
2229,58,42.0,Email,Salud,7,0
2230,39,15.7,Calle,Niñez,0,0
2231,58,13.68,Email,Animales,8,0
2232,8,37.2,Redes Sociales,Niñez,8,0
2233,49,26.23,Redes Sociales,Niñez,12,0
2234,45,19.93,Redes Sociales,Animales,7,1
2235,24,48.12,Referido,Ambiente,10,0
2236,53,18.06,Evento,Salud,4,0
2237,28,22.73,Email,Ambiente,4,0
2238,55,23.92,Calle,Humanitaria,12,0
2239,43,7.99,Email,Humanitaria,2,0
2240,27,30.91,Redes Sociales,Humanitaria,4,1
2241,1,20.88,Email,Animales,3,0
2242,34,38.11,Referido,Niñez,0,0
2243,17,39.41,Referido,Ambiente,8,0
2244,37,32.32,Email,Salud,9,0
2245,38,32.43,Referido,Humanitaria,3,0
2246,26,31.64,Calle,Ambiente,2,0
2247,57,23.0,Redes Sociales,Humanitaria,5,0
2248,24,23.85,Redes Sociales,Humanitaria,0,0
2249,39,43.23,,Salud,4,0
2250,60,37.35,Calle,Animales,6,0
2251,21,32.06,Referido,Niñez,1,0
2252,30,36.0,Calle,Animales,9,0
2253,47,29.39,Redes Sociales,Ambiente,8,0
2254,51,31.85,Redes Sociales,Animales,11,1
2255,48,35.95,Referido,Ambiente,5,0
2256,57,9.26,Calle,Ambiente,1,1
2257,13,39.06,Redes Sociales,Niñez,7,1
2258,37,38.34,Calle,Salud,7,1
2259,3,22.19,Redes Sociales,Niñez,0,1
2260,32,42.44,Calle,Animales,11,0
2261,35,7.83,Redes Sociales,Ambiente,0,1
2262,19,33.53,Referido,Humanitaria,0,0
2263,14,30.4,Evento,Humanitaria,11,0
2264,48,26.91,Calle,Ambiente,3,0
2265,22,30.19,Redes Sociales,Niñez,3,0
2266,17,35.83,Redes Sociales,Salud,7,0
2267,59,11.94,Evento,Niñez,0,0
2268,4,40.01,,Ambiente,9,1
2269,45,25.9,Calle,Ambiente,2,1
2270,40,40.15,Redes Sociales,Salud,10,0
2271,19,36.44,Referido,Animales,0,0
2272,37,25.69,Email,Animales,8,0
2273,2,29.21,Referido,Salud,9,0
2274,15,29.79,Redes Sociales,Animales,11,1
2275,2,46.06,Calle,Humanitaria,8,1
2276,11,18.6,Redes Sociales,Animales,6,0
2277,45,25.62,Redes Sociales,Animales,12,0
2278,23,14.18,Email,Animales,11,0
2279,10,31.24,Redes Sociales,Humanitaria,7,0
2280,3,23.76,Calle,Animales,0,0
2281,5,24.98,Calle,Humanitaria,4,1
2282,3,44.85,Referido,Salud,1,0
2283,38,21.77,Calle,Niñez,12,0
2284,13,28.4,Redes Sociales,Salud,0,0
2285,42,25.41,Evento,Niñez,2,0
2286,19,26.04,Calle,Salud,6,1
2287,40,57.72,Redes Sociales,Niñez,0,0
2288,50,12.65,Evento,Niñez,10,1
2289,35,36.44,Redes Sociales,Ambiente,1,1
2290,24,54.27,,Niñez,1,1
2291,24,40.79,Evento,Niñez,3,0
2292,17,30.47,Redes Sociales,Ambiente,11,0
2293,40,18.27,Calle,Animales,2,1
2294,10,43.05,Referido,Animales,2,1
2295,2,39.37,Email,Ambiente,9,1
2296,44,14.7,Redes Sociales,Humanitaria,4,0
2297,23,26.8,Redes Sociales,Niñez,2,0
2298,6,17.94,Redes Sociales,Niñez,10,1
2299,2,8.6,Calle,Ambiente,6,1
2300,21,17.71,Referido,Ambiente,4,0
2301,55,31.05,Redes Sociales,Humanitaria,3,0
2302,56,35.8,Email,Animales,11,0
2303,35,26.77,Redes Sociales,Salud,2,0
2304,49,43.74,Calle,Animales,11,0
2305,29,40.29,Referido,Niñez,3,0
2306,7,28.75,Email,Ambiente,11,0
2307,29,27.47,Referido,Humanitaria,1,0
2308,53,33.83,Email,Animales,0,0
2309,37,29.82,Evento,Humanitaria,2,0
2310,23,15.74,Email,Animales,10,0
2311,33,27.05,Redes Sociales,Niñez,1,0
2312,8,36.66,Email,Salud,0,0
2313,12,43.15,Calle,Humanitaria,0,1
2314,46,39.6,Email,Humanitaria,1,1
2315,48,33.34,Calle,Salud,12,0
2316,10,44.57,Calle,Humanitaria,12,0
2317,15,34.24,Calle,Humanitaria,8,0
2318,53,29.11,Referido,Animales,12,1
2319,24,44.79,Redes Sociales,Animales,12,0
2320,26,37.2,Redes Sociales,Salud,4,0
2321,47,43.02,Redes Sociales,Niñez,8,1
2322,42,18.12,Redes Sociales,Humanitaria,7,0
2323,53,21.4,Email,Niñez,12,0
2324,60,21.83,Redes Sociales,Salud,10,0
2325,39,31.82,Email,Salud,5,0
2326,58,48.24,Evento,Animales,0,1
2327,3,18.61,,Humanitaria,9,0
2328,2,39.05,Referido,Ambiente,4,0
2329,6,17.97,Referido,Salud,11,0
2330,21,51.18,Calle,Humanitaria,0,0
2331,9,14.03,Calle,Niñez,6,0
2332,10,37.4,Referido,Animales,9,0
2333,36,38.8,Redes Sociales,Niñez,10,0
2334,59,36.2,,Salud,7,0
2335,3,21.23,Email,Salud,7,0
2336,41,19.44,Referido,Niñez,6,0
2337,24,42.72,Redes Sociales,Salud,1,0
2338,22,40.48,Referido,Humanitaria,4,0
2339,49,40.35,Redes Sociales,Salud,3,0
2340,14,41.56,Redes Sociales,Animales,4,0
2341,42,14.64,Redes Sociales,Humanitaria,9,0
2342,45,14.34,Calle,Ambiente,8,0
2343,44,23.29,Email,Salud,3,0
2344,27,25.2,Referido,Salud,11,0
2345,33,24.14,Referido,Animales,7,0
2346,60,32.77,Calle,Animales,7,0
2347,22,41.15,Evento,Niñez,1,0
2348,29,27.06,Evento,Niñez,5,0
2349,19,21.85,Email,Niñez,4,1
2350,19,38.13,Redes Sociales,Animales,1,1
2351,6,27.18,Email,Niñez,11,0
2352,45,31.07,Calle,Niñez,9,1
2353,19,26.68,Calle,Ambiente,3,0
2354,13,33.4,Referido,Niñez,6,0
2355,59,19.86,Calle,Salud,12,0
2356,26,37.26,Email,Animales,0,1
2357,22,29.67,Email,Humanitaria,8,0
2358,21,22.36,Calle,Ambiente,9,0
2359,36,35.31,Redes Sociales,Animales,11,1
2360,56,22.35,Calle,Animales,0,1
2361,2,22.79,Email,Salud,11,0
2362,47,17.99,Redes Sociales,Niñez,4,0
2363,44,12.96,Calle,Salud,6,0
2364,30,35.34,Calle,Niñez,7,0
2365,27,41.66,,Niñez,1,1
2366,7,25.49,Redes Sociales,Animales,3,0
2367,20,22.02,,Niñez,1,1
2368,50,11.88,Email,Ambiente,3,0
2369,31,8.27,Redes Sociales,Ambiente,5,1
2370,23,37.27,Redes Sociales,Ambiente,5,0
2371,13,10.26,Email,Animales,11,0
2372,17,18.56,Redes Sociales,Salud,12,0
2373,4,32.83,Email,Humanitaria,1,0
2374,57,30.9,Calle,Niñez,10,0
2375,14,33.25,Redes Sociales,Humanitaria,3,0
2376,20,30.07,Email,Salud,3,0
2377,60,26.43,Calle,Salud,0,0
2378,13,18.62,Calle,Animales,1,0
2379,3,23.66,Evento,Ambiente,2,0
2380,26,27.11,Calle,Ambiente,12,0
2381,26,11.1,Redes Sociales,Salud,10,0
2382,18,22.14,,Animales,4,0
2383,32,26.28,Email,Animales,10,0
2384,14,23.11,Redes Sociales,Niñez,7,1
2385,47,26.57,Referido,Ambiente,5,0
2386,3,36.69,Evento,Salud,2,0
2387,1,37.91,Referido,Humanitaria,5,0
2388,26,45.11,Redes Sociales,Ambiente,6,0
2389,24,14.92,Email,Niñez,5,0
2390,49,25.79,Calle,Animales,9,0
2391,35,42.28,Redes Sociales,Salud,5,0
2392,14,12.54,Redes Sociales,Ambiente,0,0
2393,3,18.24,Redes Sociales,Humanitaria,2,0
2394,13,23.84,Calle,Niñez,6,0
2395,47,50.44,Evento,Niñez,3,0
2396,50,20.25,Email,Ambiente,11,1
2397,14,40.84,,Humanitaria,3,0
2398,21,29.72,Redes Sociales,Niñez,6,0
2399,26,18.54,Calle,Salud,8,1
2400,3,58.0,Referido,Niñez,10,0
2401,51,31.95,Redes Sociales,Humanitaria,12,0
2402,40,33.76,Redes Sociales,Animales,12,0
2403,4,35.35,Redes Sociales,Animales,1,1
2404,36,34.57,Referido,Ambiente,8,0
2405,51,51.52,Referido,Humanitaria,2,0
2406,43,47.86,Calle,Niñez,5,1
2407,1,20.68,Email,Niñez,3,0
2408,40,50.19,Email,Animales,0,0
2409,47,23.0,Calle,Animales,8,0
2410,33,33.22,Email,Salud,10,0
2411,7,15.48,Redes Sociales,Animales,5,1
2412,53,40.37,Redes Sociales,Salud,7,0
2413,52,26.93,Redes Sociales,Niñez,1,1
2414,52,18.51,Redes Sociales,Salud,6,1
2415,56,41.89,,Salud,5,0
2416,11,44.36,Email,Ambiente,1,0
2417,27,44.7,Redes Sociales,Animales,1,0
2418,14,14.77,Redes Sociales,Salud,3,0
2419,22,45.74,Calle,Niñez,3,0
2420,16,26.99,Email,Humanitaria,2,1
2421,46,50.52,Evento,Salud,7,0
2422,12,36.25,Calle,Animales,6,1
2423,49,32.51,Redes Sociales,Ambiente,1,1
2424,46,30.09,Redes Sociales,Niñez,2,1
2425,10,29.86,Email,Ambiente,9,1
2426,24,23.2,Email,Humanitaria,8,0
2427,46,19.32,,Salud,12,1
2428,18,26.37,Email,Salud,4,0
2429,22,41.91,Calle,Animales,1,0
2430,9,16.03,Email,Salud,2,0
2431,17,43.41,Calle,Niñez,7,0
2432,38,31.43,Calle,Humanitaria,3,0
2433,40,37.81,Calle,Ambiente,1,0
2434,58,38.33,Referido,Humanitaria,1,0
2435,13,39.28,Redes Sociales,Salud,5,0
2436,50,30.22,Redes Sociales,Ambiente,7,0
2437,37,30.52,Evento,Animales,6,1
2438,6,38.94,Referido,Humanitaria,3,0
2439,21,19.59,Redes Sociales,Ambiente,1,0
2440,51,18.06,Referido,Ambiente,8,1
2441,36,25.35,Email,Ambiente,3,1
2442,7,32.88,Redes Sociales,Niñez,8,1
2443,36,49.21,Referido,Humanitaria,4,0
2444,25,30.48,Calle,Ambiente,11,0
2445,11,50.0,Email,Humanitaria,11,0
2446,44,35.15,Redes Sociales,Ambiente,10,0
2447,14,25.47,Referido,Animales,10,0
2448,45,41.47,Email,Animales,6,0
2449,29,27.57,Email,Animales,11,1
2450,10,32.51,Referido,Salud,4,0
2451,50,16.64,Calle,Ambiente,1,0
2452,48,14.91,Calle,Salud,5,0
2453,5,35.54,Email,Humanitaria,6,0
2454,8,41.04,Calle,Salud,10,0
2455,46,49.46,Redes Sociales,Humanitaria,12,0
2456,5,21.91,Email,Humanitaria,5,0
2457,58,44.64,Referido,Humanitaria,12,1
2458,60,4314.45,Referido,Salud,2,1
2459,24,25.09,Redes Sociales,Ambiente,9,0
2460,40,43.88,Referido,Salud,7,0
2461,57,39.44,Evento,Ambiente,2,0
2462,26,41.42,Referido,Ambiente,4,0
2463,6,51.67,Redes Sociales,Humanitaria,8,0
2464,16,41.01,Referido,Salud,10,0
2465,60,8.63,Email,Ambiente,4,0
2466,36,33.23,Redes Sociales,Animales,6,0
2467,12,14.33,Email,Ambiente,10,0
2468,11,31.51,Calle,Animales,6,0
2469,3,30.94,,Salud,4,0
2470,44,24.16,Referido,Salud,1,0
2471,37,19.72,Calle,Salud,4,0
2472,6,24.7,Referido,Ambiente,6,0
2473,19,26.63,Email,Niñez,6,1
2474,18,28.68,Calle,Ambiente,3,0
2475,16,31.05,Evento,Ambiente,0,0
2476,23,35.85,Referido,Humanitaria,5,0
2477,43,26.87,Email,Humanitaria,12,0
2478,37,42.8,Referido,Ambiente,2,0
2479,9,29.62,Referido,Animales,10,0
2480,3,39.24,Calle,Humanitaria,4,1
2481,8,26.96,Email,Ambiente,3,0
2482,38,57.44,Redes Sociales,Niñez,12,0
2483,4,34.67,Calle,Animales,1,0
2484,12,46.35,Redes Sociales,Salud,11,1
2485,44,23.06,Evento,Ambiente,6,0
2486,31,25.53,Evento,Ambiente,4,0
2487,25,27.48,Evento,Animales,6,0
2488,53,54.73,Referido,Humanitaria,8,0
2489,16,27.87,Evento,Humanitaria,3,0
2490,42,21.77,Calle,Humanitaria,4,0
2491,54,43.01,Redes Sociales,Salud,8,0
2492,14,30.59,Evento,Animales,12,0
2493,13,27.82,Redes Sociales,Animales,9,1
2494,41,23.9,Redes Sociales,Humanitaria,10,1
2495,7,34.89,Calle,Humanitaria,12,0
2496,12,40.63,Referido,Niñez,3,0
2497,37,37.88,Calle,Niñez,4,0
2498,50,25.21,Calle,Ambiente,12,0
2499,4,20.12,Evento,Ambiente,4,0
2500,2,20.19,Email,Animales,7,1
2501,35,20.55,Calle,Animales,12,0
2502,58,26.28,Calle,Salud,3,0
2503,44,29.41,,Salud,3,0
2504,3,27.29,Evento,Niñez,12,0
2505,4,58.01,Evento,Ambiente,6,1
2506,38,34.91,Evento,Niñez,10,0
2507,12,17.62,Calle,Niñez,4,1
2508,19,36.56,Calle,Ambiente,5,0
2509,10,33.91,Calle,Salud,5,0
2510,1,19.5,Referido,Ambiente,11,1
2511,17,32.89,Email,Humanitaria,5,0
2512,16,35.3,Referido,Humanitaria,9,0
2513,9,40.25,Email,Humanitaria,4,0
2514,57,12.24,Redes Sociales,Animales,12,0
2515,53,36.48,,Salud,12,1
2516,9,44.1,Redes Sociales,Salud,4,1
2517,59,48.88,Calle,Animales,8,0
2518,55,17.74,Email,Niñez,12,0
2519,9,28.54,Redes Sociales,Humanitaria,7,1
2520,12,29.51,Email,Humanitaria,3,0
2521,55,36.76,Redes Sociales,Niñez,6,0
2522,41,28.35,Email,Ambiente,7,0
2523,15,22.85,Evento,Ambiente,11,0
2524,2,32.17,Redes Sociales,Salud,8,0
2525,11,26.62,Calle,Animales,4,0
2526,11,35.62,Redes Sociales,Salud,2,0
2527,8,21.9,,Ambiente,12,0
2528,55,19.78,Evento,Niñez,3,0
2529,32,43.15,Email,Salud,9,0
2530,6,52.73,Calle,Humanitaria,5,0
2531,53,48.22,Evento,Humanitaria,9,0
2532,20,29.28,Calle,Niñez,10,0
2533,39,40.55,Referido,Ambiente,4,0
2534,35,23.14,Redes Sociales,Humanitaria,8,0
2535,8,35.08,Calle,Humanitaria,12,0
2536,50,24.16,Redes Sociales,Animales,10,0
2537,49,42.57,Redes Sociales,Salud,10,0
2538,43,41.23,Referido,Ambiente,2,0
2539,34,50.76,Redes Sociales,Salud,1,0
2540,57,27.71,Calle,Ambiente,5,0
2541,53,45.79,Referido,Humanitaria,12,0
2542,59,35.06,Redes Sociales,Animales,6,0
2543,56,30.75,Calle,Salud,4,0
2544,19,33.37,Redes Sociales,Humanitaria,0,1
2545,7,46.98,Email,Ambiente,2,0
2546,31,28.68,Calle,Salud,2,0
2547,18,29.19,Email,Salud,11,0
2548,40,9.34,Calle,Humanitaria,3,1
2549,14,28.53,Redes Sociales,Salud,9,0
2550,39,32.64,Calle,Animales,5,0
2551,60,22.38,Email,Animales,4,0
2552,53,19.92,Calle,Humanitaria,0,1
2553,60,11.49,Email,Ambiente,5,0
2554,59,24.15,Email,Humanitaria,8,0
2555,36,44.21,Redes Sociales,Animales,10,0
2556,17,15.18,Redes Sociales,Niñez,0,0
2557,37,37.89,Calle,Niñez,7,0
2558,44,38.79,Calle,Salud,7,0
2559,9,54.53,Email,Salud,2,0
2560,58,40.38,Email,Niñez,12,0
2561,20,39.55,,Animales,8,0
2562,45,33.68,Redes Sociales,Salud,10,0
2563,57,30.01,Referido,Humanitaria,12,0
2564,28,38.52,Redes Sociales,Humanitaria,12,1
2565,50,42.49,,Animales,10,0
2566,20,31.7,Calle,Salud,7,0
2567,41,42.92,Referido,Humanitaria,2,0
2568,36,58.83,Redes Sociales,Salud,9,0
2569,53,30.71,,Salud,4,1
2570,27,30.99,Calle,Humanitaria,2,0
2571,8,29.08,Calle,Niñez,4,0
2572,32,31.34,Redes Sociales,Humanitaria,8,0
2573,1,42.23,Referido,Animales,11,0
2574,17,30.87,Email,Ambiente,3,0
2575,57,31.89,Redes Sociales,Humanitaria,5,0
2576,9,27.5,Redes Sociales,Salud,2,0
2577,20,34.89,Redes Sociales,Salud,2,0
2578,45,24.97,Calle,Humanitaria,4,0
2579,32,17.74,Calle,Ambiente,7,0
2580,2,34.48,Calle,Humanitaria,7,0
2581,32,49.79,Redes Sociales,Ambiente,2,1
2582,45,27.1,Evento,Ambiente,7,0
2583,9,19.59,Calle,Animales,12,1
2584,30,49.16,Calle,Salud,10,0
2585,20,30.46,Email,Salud,12,0
2586,38,39.45,Redes Sociales,Ambiente,7,0
2587,60,22.71,Referido,Salud,2,0
2588,1,30.1,Calle,Niñez,9,1
2589,60,44.01,Calle,Ambiente,12,1
2590,57,31.31,Referido,Salud,9,0
2591,5,31.43,Referido,Niñez,1,0
2592,35,15.11,Email,Animales,9,1
2593,36,37.87,Redes Sociales,Salud,1,0
2594,1,22.14,Redes Sociales,Niñez,8,0
2595,14,41.2,Referido,Humanitaria,6,0
2596,9,32.02,Calle,Humanitaria,5,0
2597,30,32.91,Redes Sociales,Niñez,6,0
2598,24,37.73,Redes Sociales,Ambiente,7,1
2599,4,33.75,,Ambiente,11,0
2600,50,47.18,Email,Salud,0,0
2601,14,45.6,Redes Sociales,Humanitaria,7,1
2602,25,17.83,Evento,Ambiente,2,0
2603,4,28.29,Redes Sociales,Ambiente,2,0
2604,25,38.37,Evento,Humanitaria,5,0
2605,10,20.57,Redes Sociales,Animales,3,0
2606,35,14.32,Calle,Ambiente,3,0
2607,55,22.4,Redes Sociales,Niñez,3,1
2608,7,28.85,Email,Salud,9,0
2609,42,20.65,Redes Sociales,Ambiente,8,0
2610,13,18.86,Calle,Ambiente,7,0
2611,4,12.21,Email,Animales,2,0
2612,50,41.47,Referido,Niñez,0,0
2613,43,39.31,Calle,Salud,0,0
2614,57,32.79,Evento,Ambiente,0,0
2615,36,31.0,,Salud,3,0
2616,56,35.45,Referido,Humanitaria,5,0
2617,14,20.02,Email,Ambiente,3,0
2618,18,42.53,Referido,Ambiente,10,0
2619,8,30.93,Calle,Humanitaria,10,0
2620,32,39.18,Referido,Animales,2,0
2621,27,38.76,Calle,Ambiente,7,0
2622,42,35.34,,Salud,7,0
2623,37,33.13,Calle,Niñez,5,0
2624,23,32.38,Email,Salud,8,0
2625,7,29.37,Redes Sociales,Animales,11,0
2626,12,34.83,Referido,Niñez,9,0
2627,25,32.06,Redes Sociales,Salud,0,0
2628,3,25.13,Calle,Salud,12,0
2629,26,36.1,Redes Sociales,Humanitaria,7,0
2630,4,32.81,Calle,Animales,5,0
2631,42,42.1,Referido,Humanitaria,0,0
2632,36,11.9,Evento,Niñez,3,0
2633,15,30.36,Referido,Humanitaria,4,0
2634,32,22.75,Referido,Animales,6,0
2635,29,24.82,Email,Ambiente,7,0
2636,10,35.6,Redes Sociales,Ambiente,8,0
2637,21,15.64,Evento,Niñez,11,0
2638,54,31.33,Redes Sociales,Ambiente,11,0
2639,16,30.3,Email,Humanitaria,5,1
2640,47,19.5,Email,Niñez,9,0
2641,19,31.58,Calle,Animales,8,0
2642,29,22.38,Email,Niñez,3,0
2643,52,51.97,Calle,Niñez,7,0
2644,51,42.02,Calle,Salud,2,0
2645,18,30.67,Redes Sociales,Salud,3,0
2646,58,25.68,Referido,Niñez,9,0
2647,44,35.04,Redes Sociales,Ambiente,3,0
2648,57,37.67,Email,Salud,5,0
2649,16,32.55,,Animales,8,0
2650,1,19.85,,Humanitaria,5,1
2651,48,27.9,Redes Sociales,Salud,0,0
2652,2,30.78,Evento,Niñez,4,1
2653,56,32.9,Redes Sociales,Ambiente,8,1
2654,15,33.13,Evento,Humanitaria,4,1
2655,39,37.31,Redes Sociales,Salud,5,0
2656,28,43.42,,Ambiente,2,0
2657,1,40.13,Calle,Ambiente,7,0
2658,5,35.9,Evento,Ambiente,9,0
2659,42,17.42,,Niñez,10,0
2660,22,41.86,Calle,Animales,12,0
2661,53,38.19,Calle,Ambiente,3,0
2662,36,27.44,Calle,Humanitaria,3,0
2663,46,30.3,Email,Salud,10,0
2664,13,30.66,Calle,Humanitaria,11,0
2665,1,25.62,Email,Niñez,4,0
2666,16,12.52,,Niñez,9,0
2667,55,18.83,Redes Sociales,Humanitaria,8,0
2668,41,20.93,,Animales,12,0
2669,22,10.32,Redes Sociales,Niñez,7,1
2670,32,18.87,Email,Niñez,6,0
2671,16,41.41,Evento,Humanitaria,4,1
2672,51,34.86,Email,Niñez,8,0
2673,15,20.29,,Animales,8,1
2674,58,23.12,Email,Animales,9,0
2675,46,42.29,Referido,Animales,9,0
2676,52,42.04,Evento,Salud,1,0
2677,42,30.7,Redes Sociales,Animales,3,0
2678,53,41.75,Calle,Animales,7,0
2679,12,22.34,Redes Sociales,Salud,12,0
2680,60,32.27,Referido,Ambiente,0,0
2681,1,15.26,Evento,Niñez,12,1
2682,53,26.36,Email,Animales,4,0
2683,17,30.28,Calle,Niñez,7,0
2684,41,13.15,Email,Humanitaria,1,0
2685,55,35.93,Redes Sociales,Niñez,1,0
2686,51,37.6,Email,Salud,12,0
2687,57,40.11,Email,Niñez,7,1
2688,50,53.34,Calle,Niñez,9,0
2689,28,34.17,Calle,Niñez,11,0
2690,7,29.36,Referido,Ambiente,8,0
2691,9,13.98,Redes Sociales,Ambiente,6,0
2692,22,33.92,Calle,Humanitaria,7,0
2693,26,35.59,,Salud,4,0
2694,53,16.44,Redes Sociales,Niñez,0,0
2695,12,27.6,Evento,Niñez,3,1
2696,7,30.11,Redes Sociales,Niñez,1,0
2697,46,35.3,Redes Sociales,Niñez,2,0
2698,47,38.56,Redes Sociales,Ambiente,11,0
2699,15,24.63,Email,Humanitaria,2,0
2700,38,32.01,Calle,Animales,8,0
2701,21,35.74,Email,Salud,12,0
2702,14,28.18,Calle,Niñez,9,0
2703,2,25.79,Evento,Humanitaria,3,0
2704,8,37.13,Calle,Animales,1,1
2705,45,28.22,Calle,Humanitaria,2,0
2706,55,18.03,Redes Sociales,Ambiente,2,0
2707,6,43.73,Calle,Animales,6,0
2708,37,19.14,Redes Sociales,Humanitaria,7,0
2709,37,29.05,Calle,Ambiente,12,0
2710,57,33.22,Referido,Humanitaria,10,0
2711,33,34.55,Redes Sociales,Humanitaria,12,0
2712,41,31.7,Redes Sociales,Animales,5,0
2713,6,9.42,Referido,Ambiente,3,1
2714,52,22.97,,Niñez,5,0
2715,26,32.96,Redes Sociales,Salud,12,0
2716,39,28.91,Email,Animales,10,0
2717,41,35.12,Redes Sociales,Ambiente,0,0
2718,37,40.21,Referido,Humanitaria,12,0
2719,14,35.07,Email,Ambiente,9,1
2720,37,22.71,Redes Sociales,Salud,7,0
2721,8,24.61,Redes Sociales,Salud,0,0
2722,39,46.31,Redes Sociales,Niñez,4,0
2723,13,28.21,Evento,Niñez,1,0
2724,13,29.05,Redes Sociales,Salud,5,0
2725,40,35.1,Referido,Animales,8,0
2726,43,42.37,Redes Sociales,Animales,4,0
2727,28,20.99,Calle,Humanitaria,3,0
2728,58,25.04,Email,Niñez,1,0
2729,18,13.96,Email,Humanitaria,11,1
2730,57,27.04,Calle,Niñez,2,1
2731,19,35.68,Evento,Salud,5,0
2732,38,26.36,Calle,Animales,7,0
2733,32,47.6,Calle,Animales,7,1
2734,22,31.16,Calle,Salud,4,0
2735,2,28.98,Redes Sociales,Humanitaria,4,1
2736,60,26.48,Email,Humanitaria,9,0
2737,13,16.4,Calle,Ambiente,12,0
2738,23,29.1,Redes Sociales,Niñez,2,0
2739,25,33.58,Evento,Humanitaria,6,0
2740,28,28.82,Calle,Salud,12,0
2741,58,32.31,Email,Humanitaria,5,0
2742,11,23.29,Referido,Animales,0,0
2743,33,17.55,,Niñez,3,0
2744,24,28.94,Redes Sociales,Ambiente,5,0
2745,2,32.21,Calle,Niñez,10,1
2746,30,28.31,,Animales,5,0
2747,17,32.04,,Animales,10,0
2748,40,37.77,Redes Sociales,Animales,11,1
2749,34,37.73,Referido,Animales,11,0
2750,38,38.57,Redes Sociales,Salud,2,0
2751,22,40.05,Calle,Ambiente,5,0
2752,5,34.97,Redes Sociales,Animales,11,0
2753,48,33.56,Redes Sociales,Animales,9,1
2754,40,49.43,Redes Sociales,Humanitaria,5,0
2755,51,37.84,Email,Ambiente,11,0
2756,16,21.55,Email,Niñez,8,0
2757,13,11.37,Email,Ambiente,8,0
2758,26,27.59,Calle,Ambiente,1,0
2759,31,36.25,Redes Sociales,Ambiente,3,0
2760,52,39.59,Calle,Animales,8,0
2761,39,17.5,Calle,Animales,12,0
2762,48,37.29,Email,Salud,3,0
2763,23,41.35,Redes Sociales,Niñez,7,0
2764,48,36.09,,Humanitaria,9,0
2765,12,34.16,Redes Sociales,Ambiente,11,0
2766,14,28.67,Evento,Niñez,2,0
2767,56,25.4,Referido,Niñez,2,0
2768,18,37.86,Calle,Salud,8,1
2769,27,35.83,Evento,Humanitaria,10,0
2770,28,26.73,Evento,Ambiente,9,0
2771,18,55.42,,Humanitaria,7,0
2772,16,14.9,Referido,Salud,0,1
2773,52,27.68,Email,Animales,9,0
2774,16,22.29,Email,Niñez,1,0
2775,13,33.84,Referido,Ambiente,2,1
2776,58,10.51,Evento,Animales,10,0
2777,29,42.69,Referido,Salud,1,0
2778,9,40.05,Calle,Humanitaria,2,0
2779,26,32.67,Redes Sociales,Niñez,7,0
2780,28,26.9,Email,Ambiente,10,0
2781,41,37.16,Redes Sociales,Animales,10,0
2782,13,33.29,Email,Animales,11,0
2783,36,39.52,Calle,Niñez,5,1
2784,9,28.78,Calle,Humanitaria,6,0
2785,47,28.19,Referido,Salud,9,0
2786,14,40.78,Email,Humanitaria,12,0
2787,51,36.34,Calle,Humanitaria,9,0
2788,12,28.26,Calle,Humanitaria,5,0
2789,53,33.68,Redes Sociales,Niñez,0,0
2790,58,31.85,Calle,Niñez,10,0
2791,57,34.67,Redes Sociales,Salud,2,0
2792,32,42.69,Referido,Humanitaria,12,1
2793,38,26.5,,Niñez,0,0
2794,3,23.55,Referido,Salud,11,0
2795,58,32.74,Redes Sociales,Salud,9,0
2796,57,24.63,Redes Sociales,Humanitaria,11,1
2797,54,20.89,Referido,Ambiente,8,0
2798,52,39.94,Redes Sociales,Humanitaria,12,1
2799,16,27.13,Redes Sociales,Ambiente,8,0
2800,20,11.32,Redes Sociales,Salud,4,1
2801,32,38.47,Email,Niñez,3,0
2802,56,25.62,Referido,Animales,11,0
2803,23,35.78,Evento,Salud,8,1
2804,17,40.83,Redes Sociales,Niñez,8,0
2805,16,31.9,Evento,Salud,2,1
2806,38,9.65,Referido,Humanitaria,4,0
2807,8,10.36,Referido,Ambiente,2,0
2808,19,23.28,Redes Sociales,Salud,9,0
2809,30,29.43,Redes Sociales,Niñez,1,0
2810,57,42.0,Redes Sociales,Humanitaria,0,0
2811,58,32.91,Referido,Animales,11,0
2812,34,56.17,Referido,Humanitaria,9,1
2813,14,15.09,Redes Sociales,Ambiente,1,1
2814,22,31.21,Redes Sociales,Humanitaria,7,0
2815,44,25.55,Redes Sociales,Animales,10,0
2816,17,32.35,Email,Niñez,7,0
2817,60,47.52,Redes Sociales,Salud,2,0
2818,59,48.15,Referido,Ambiente,6,0
2819,15,30.54,Calle,Animales,6,0
